
Copyright 2016 Prifysgol Bangor University

   Licensed under the Apache License, Version 2.0 (the "License");
   you may not use this file except in compliance with the License.
   You may obtain a copy of the License at

       http://www.apache.org/licenses/LICENSE-2.0

   Unless required by applicable law or agreed to in writing, software
   distributed under the License is distributed on an "AS IS" BASIS,
   WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
   See the License for the specific language governing permissions and
   limitations under the License.

'C' / 'S' scroll	sgrôl 'C' / 'S'
crustaceous	cramennog
crustaceous	cramennog
crustal	cramennol
crustal	cramennol
crustal plate	plât cramennol
crusty	crofennog
crusty	sarrug
crutch	bagl
crutch	ffon fagl
crux	craidd
crwth	crwth
crwth player	crythor
cry	cri
cry	crïo
cry	gweiddi
cry	llefain
cry	sgrech
cry	wylo
crying	pwysig
crying	yn crio
cryogenics	cryogeneg
cryolite	cryolit
cryolite	cryolit
cryopedology	rhewbriddeg
cryophil	cryoffil
cryophilic	cryoffilig
cryoplanation	rhew-wastadiant
cryoscopy	cryosgopi
cryoscopy	cryosgopi
crypt	claddgell
crypt	crypt
cryptic	cryptig
cryptic	cyfrin
cryptic	dirgel
cryptic coloration	cêl-liwiad
cryptic colouration	cêl-liwiad
crypto-communist	cuddgomiwnydd
cryptophyte	cryptoffyt
crypts of Lieberkuhn	cryptau Lieberkuhn
crystabolite	cristabolit
crystal	crisial
crystal	grisial
crystal	grisial
crystalline	crisialog
crystalline	grisialog
crystalline glaze	gwydredd grisialog
crystalline lens	lens grisialog
crystalline pigment	pigment grisialog
crystalline structure	ffurfiad grisialog
crystallization	crisialiad
crystallization	grisialiad
crystallization	grisialiad
crystallize	crisialu
crystallize	grisialu
crystallized fruit	ffrwythau grisialog
crystallography	crisialeg
crystallography	grisialograffaeth
crèche	meithrinfa
crèche	meithrinfa
crêpe	crempog
crêpe	crempog
crêpe	crêp
crêpe	crêp
crêpe bandage	rhwymyn crêp
crêpe de chine	crêpe de chine
crêpe paper	papur crêp
crêpe paper	papur crêp
cub	cenau
cub	cenau
cube	ciwb
cube	ciwb
cube	ciwbio
cube	torri'n giwbiau
cube root	gwreiddyn ciwb
cube root	trydedd isradd
cube root	trydydd isradd
cube roots of unity	trydydd israddau un
cubic	ciwbig
cubic	ciwbig
cubic close-packing	pacio tyn ciwbig
cubic equation	hafaliad ciwbig
cubic equation	hafaliad ciwbig
cubic equation	hafaliad teirgradd
cubic inch	modfedd giwbig
cubic metre	metr ciwbig
cubical	ciwbigol
cubical	ciwbigol
cubicle	cuddygl
cubism	ciwbiaeth
cubism	ciwbiaeth
cubist	ciwbaidd
cubist	ciwbydd
cubit	cufydd
cubit	cufydd
cuboid	ciwboid
cuboid	ciwboid
cuboid epithelium	epitheliwm ciwboid
cuckoo	cog
cuckoo	cwcw
cuckoo	hurtyn
cucumber	ciwcymbr
cucumber	ciwcymer
cucumber	cucumer
cud	cil
cuddle	anwesu
cuddle	anwesu
cuddle	cofleidio
cuddly toy	tegan anwes
cudgel	ffon
cudgel	pastwn
cudgel	pastynu
cue	awgrym
cue	ciw
cue	ciw
cue dot	rhybuddnod
cue light	golau ciw
cue-bound	rhwym wrth giw
cue-despiser	dirmygwr
cue-list	ciw-restr
cuff	cernod
cuff	cernodio
cuff	cwff
cuff	cyffen
cuff	dyrnod
cuff	dyrnodio
cufflink	dolen lawes
cuisine	dull coginio
cul de sac	heol hosan
cul-de-sac	ffordd bengaead
cul-de-sac	ffordd bengoll
cul-de-sac	heol hosan
culinary	coginiol
cull	cwlio
cull	dethol
cull	dewis
culminate	diweddu
culmination	anterth
culpability	euogrwydd
culpable	beius
culpable	camweddus
culprit	tramgwyddwr
cult	cwlt
cult	defod
cultic	cyltig
cultic myth	myth cyltig
cultivar	cyltifar
cultivate	coleddu
cultivate	diwyllio
cultivate	meithrin
cultivate	trin
cultivate	trin
cultivate	tyfu
cultivated	diwylliedig
cultivated crop	cnwd trin
cultivated crop	cnwd trin
cultivation	amaethiad
cultivation	amaethyddiaeth
cultivation	trin
cultivation	triniad
cultivator	triniwr
cultural	diwylliannol
cultural	diwylliannol
cultural aspect	agwedd ddiwylliannol
cultural background	cefndir diwylliannol
cultural context	cyd-destun diwylliannol
cultural deprivation	amddifadiad diwylliannol
cultural development	datblygiad diwylliannol
cultural difference	gwahaniaeth diwylliannol
cultural diversity	amrywiaeth ddiwylliannol
cultural environment	amgylchedd diwylliannol
cultural evolution	esblygiad diwylliannol
cultural expectation	disgwyliad diwylliannol
cultural heritage	etifeddiaeth ddiwylliannol
cultural identity	hunaniaeth ddiwylliannol
cultural imperialism	imperialaeth ddiwylliannol
cultural landscape	tirlun diwylliannol
cultural landscape	tirlun diwylliannol
cultural minorities	lleiafrif diwylliannol
cultural needs	anghenion diwylliannol
cultural overlay	troshaen ddiwylliannol
cultural psychology	seicoleg ddiwylliannol
cultural variation	amrywiad diwylliannol
culturalization	diwylliannu
culturally disadvantaged	dan anfantais ddiwylliannol
culture	diwylliant
culture	diwylliant
culture	meithrin
culture	meithriniad
culture cells	celloedd meithrin
culture element	elfen ddiwylliannol
culture medium	cyfrwng meithrin
culture solution	hydoddiant meithrin
culture tissues	meinweoedd meithrin
culture-bound syndrome	syndrom diwylliannol-glwm
cultured	coeth
cultured	diwylliedig
cultured	diwylliedig
culturization	diwylliannu
culturization	diwyllio
cultus	cwltws
culvert	cylfat
cumber	beichio
cumber	rhwystro
cumbersome	afrosgo
cumbersome	beichus
cummerbund	cummerbund
cumulative	cronnus
cumulative	cronnus
cumulative achievement record	cofnod cyrhaeddiad cronnus
cumulative causation	achosiaeth gronnus
cumulative distribution function	ffwythiant dosraniad cronnus
cumulative frequency	amlder cronnus
cumulative frequency	amledd cronnus
cumulative frequency curve	cromlin amlder cronnus
cumulative frequency curve	cromlin mynychder cynyddol
cumulative frequency diagram	diagram amlder cronnus
cumulative frequency distribution	dosraniad amlder cronnus
cumulative frequency graph	graff amlder cronnus
cumulative frequency polygon	polygon amlder cronnus
cumulative hey	hai cynnydd
cumulative index	mynegai cronedig
cumulative preference share	blaengyfran cronnol
cumulative record	cofnod cronnus
cumulative recorder	recordydd cynyddol
cumulative share	cyfran gronnol
cumulative song	cân gronnus
cumulative spelling	sillafu cronnus
cumulative total	cyfanswm cronnus
cumulative total	cyfanswm cronnus
cumulonimbus	cwmwlonimbws
cumulus	cwmwlws
cumulus	cwmwlws
cuneiform	cunffurf
cuneiform	cynffurf
cunning	cyfrwys
cunning	cyfrwystra
cunning	dichellgar
cunning man	dyn hysbys
cup	cwpan
cup	cwpanu
cup chuck	crafanc gwpan
cup final	gornest derfynol
cup final	gêm gwpan
cup handle	dolen gwpan
cup shake	hollt cwpan
cup shake	hollt gam
cup-tie	gornest gwpan
cupboard	cwpwrdd
cupboard	cwpwrdd
cupboard bolt	bollt gwpwrdd
cupboard lock	clo cwpwrdd
cupellate	cwpelu
cupellation	cwpeliad
cupful	cwpanaid
cupidity	trachwant
cupola	ciwpola
cupola	cwpola
cupola furnace	ffwrnais gwpola
cuppa	disgled
cuppa	panad
cupping	cwpanu
cupric	cwprig
cupro-nickel	nicel coprog
cuprous	coprus
cupula	cwpwla
cupule	cwpenyn
cur	costog
curable	gwelladwy
curacy	curadiaeth
curare	ciwrare
curate	curad
curator	curadur
curb	atalfa
curb	cilcyn gar
curb	cwrbyn
curb	ffrwyno
curb	rheoli
curd	ceuled
curd	ceuled
curdle	cawsio
curdle	cawsio
curdle	ceulo
curds and whey	ceuled a maidd
cure	caledu
cure	gofalaeth
cure	gwella
cure	gwellhad
cure	iacháu
cure	iachâd
cure	iachâd
curfew	hwyrgloch
curfew	hwyrgloch
curing	cochi
curing	cyweirio
curing	halltu
curio	crair
curio	cywreinbeth
curiosity	chwilfrydedd
curiosity	chwilfrydedd
curiosity	cywreinrwydd
curious	chwilfrydig
curious	cywrain
curium	curiwm
curl	cwrl
curl	cwrl
curl	cwrlyn
curl	cyrlio
curl	cyrlio
curler	cyrliwr
curlew	chwibanogl
curlew	chwibanogl y mynydd
curlew	gylfinir
curly	crych
curly	cyrliog
curly	cyrliog
curly bracket	cromfach gyrliog
curly brackets	bachau cyrliog
curly brackets	cromfach gyrliog
currant	cyrensen
currant	cyrensen
currant bread	bara brith
currant bread	bara brith
currency	arian breiniol
currency	arian cyfred
currency	arian cyfredol
currency	arian treigl
currency symbol	symbol arian
current	awel
current	cerrynt
current	cerrynt
current	chwa
current	cyfoes
current	cyfredol
current	cyfredol
current	ffrwd
current account	cyfrif cyfredol
current assets	asedau cyfredol
current balance	clorian gerrynt
current band	corlan gyfredol
current band	corlan gyfredol
current bedding	llifhaenau
current bedding	llifwelyo
current database	cronfa ddata gyfredol
current date	dyddiad cyfredol
current employment	swydd bresennol
current enquiry	ymholiad cyfredol
current font	ffont cyfredol
current font	ffont cyfredol
current framework of effective practice	fframwaith cyfredol o arfer effeithiol
current index	mynegai cyfredol
current liability	rhwymedigaeth gyfredol
current library	llyfrgell gyfredol
current money	arian treigl
current nib	pin cyfredol
current nib	pìn cyfredol
current operation	gweithred gyfredol
current operation	gweithred gyfredol
current practice	arfer cyfredol
current price	pris cyfoes
current price	pris cyfredol
current price	pris cyfredol
current provision	darpariaeth gyfredol
current rate	cyfradd bresennol
current rate	cyfradd gyfredol
current rate	cyfradd gyfredol
current research	ymchwil cyfredol
current section	adran gyfredol
current setting	gosodiad cyfredol
current sprite	ciplun cyfredol
current sprite	corlun cyfredol
current standard	safon gyfredol
current theory	damcaniaeth gyfredol
current theory	theori gyfredol
current variable	newidyn cyfredol
current variable	newidyn cyfredol
current window	ffenestr gyfredol
curricular	cwricwlaidd
curricular activities	gweithgaredd cwricwlaidd
curricular experiences	profiadau yn y cwricwlwm
curriculum	cwricwlwm
curriculum	cwricwlwm
curriculum	maes llafur
curriculum advisor	ymgynghorydd cwricwlwm
curriculum framework	fframwaith cwricwlwm
curriculum guidance	arweiniad cwricwlwm
curriculum leader	arweinydd cwricwlwm
curriculum panel	panel cwricwlwm
curriculum planning	cynllunio'r cwricwlwm
curriculum studies	astudiaethau'r cwricwlwm
curriculum time	amser y cwricwlwm
curriculum vitae	curriculum vitae
curriculum vitae	curriculum vitae
currier	cwrier
curry	cyri
curry	cyrri
curry-comb	ysgrafell
curse	melltith
curse	melltithio
curse	rheg
curse	rhegi
cursed	melltigedig
cursive	rhedol
cursive	rhedol
cursive writing	ysgrifennu sownd
cursor	cwrswr
cursor	cyrchwr
cursor	cyrchwr
cursor	rhedwr
cursor address	cyfeiriad cyrchwr
cursor address	cyfeiriad cyrchwr
cursor home position	cartref y cyrchwr
cursor home position	hafan y cyrchwr
cursor key	bysell y cyrchwr
cursor key	cyrch-allwedd
cursor key	cyrch-fysell
cursor position	safle cyrchwr
cursor position	safle y cwrswr
cursory	brysiog
cursory	diofal
curt	byr
curt	cwta
curt	swta
curtail	cwtogi
curtail	talfyrru
curtailment	cwtogiad
curtailment	talfyriad
curtain	cyrten
curtain	llen
curtain	llen
curtain call	llen-alwad
curtain music	llen-fiwsig
curtain raiser	drama agoriadol
curtain ring	dolen llenni
curtain set	set lenni
curtain speech	araith derfynol
curtain taker	llenhoffwr
curtain wall	murlen
curtilage	beili
curtilage	cwrtil
curtilage	talar tŷ
curtsy	cyrtsi
curtsy	cyrtsi
curvature	crymedd
curvature	crymedd
curve	cromlin
curve	cromlin
curve	crymedd
curve	crymu
curve	crymu
curve	tro
curve	troad
curve	troi
curve of intersection	cromlin groestoriad
curved	crom
curved	crwm
curved	crwm
curved area	arwynebedd crwm
curved bodkin	botgin crwm
curved edge	ymyl grom
curved line	cromlin
curved line	llinell grom
curved line	llinell grom
curved open seam	sêm agored grom
curved rail	rheilen grom
curved scraper	sgrafell grom
curved snips	snipiwr crwm
curved snips	snipydd crwn
curved spit	tafod crwm
curved spit	tafod crwm
curved stretcher	estynnwr crwm
curved surface	arwyneb crwm
curved surface	arwyneb crwn
curved tinsnips	snipiwr tun crwm
curvilinear	cromlinog
curvilinear	cromlinog
curvilinear decoration	addurn cromlinog
curvilinear decoration	addurn cromlinog
curvilinear trajectory	taflwybr cromlinog
cushion	clustog
cushion	clustog
cushion	clustogi
cushion	meddalu
cushion cover	cas clustog
cushion cover	gorchudd clustog
cusp	cwsb
cusp	cwsb
cuspate	cwsbaidd
custard	cwstard
custard	cwstard
custodial	cadwraethol
custodial	gwarchodol
custodian	ceidwad
custodian	ceidwad
custody	dalfa
custody	gwarchodaeth
custom	arfer
custom	arfer
custom	arferu
custom	cefnogaeth
custom	cwsmeriaeth
custom	cwstwm
custom	defod
custom and practice	defod ac arfer
custom house	tollty
custom keyword	allweddair addasu
custom of the manor	arfer y faenor
custom style	arddull wedi’i addasu
custom's entry	nodyn tollfa
custom-house	tollty
customary	arferol
customary	cyffredin
customary law	cyfraith cwstwm
customer	cwsmer
customer	cwsmer
customer	prynwr
customer feedback	adborth cwsmeriaid
customer needs	anghenion cwsmeriaid
customer requirements	gofyniadau cwsmer
customer requirements	gofyniadau cwsmeriaid
customer service	gwasanaeth i gwsmeriaid
customer service skill	sgìl gwasanaeth i gwsmeriaid
customize	addasu
customize	addasu
customize buttons	addasu’r botymau
customize toolbars	addasu’r barrau offer
customs	toll
customs	tollau
customs	tollfa
customs and excise	tollau tramor a chartref
customs and excise officer	swyddog tollau
customs duty	tolldal
customs duty	tolldal
customs duty	tolldaliad
customs entry	nodyn tollfa
customs house	tollty
custumal	cwstwmal
cut	archoll
cut	briw
cut	cytio
cut	toriad
cut	toriad
cut	torlun
cut	torri
cut	torri
cut	torri (ar draws)
cut	trychiad
cut	trychu
cut and blow dry	torri a chwythsychu
cut and paste	torri a gludo
cut and paste	torri a gludo
cut and thrust	trychu a gwanu
cut and thrust	trychu a gwanu
cut at check	trychu at foch
cut at cheek	trychu at foch
cut at chest	trychu at fynwes
cut at chest	trychu at fynwes
cut at flank	trychu at ystlys
cut at flank	trychu at ystlys
cut at head	trychu at ben
cut at head	trychu at ben
cut clasp nail	hoelen lorio
cut cloth	cynfas blwch
cut costs	torri costau
cut door-lock	torglo drws
cut glassware	llestri gwydr cerfiedig
cut nail	torhoelen
cut off	torri i ffwrdd
cut off bay	cilfae
cut on the thread	torri ar yr edau
cut on the thread	torri ar yr edau
cut out	gadael allan
cut out	torri allan
cut out	torri allan
cut out	torri maes
cut out on the bias	torri ar y bias
cut out on the cross	torri allan ar groes
cut out on the cross	torri ar y groes
cut over	trostorri
cut paper	papur wedi'i dorri
cut shoot	cyffyn a dorrwyd o blanhigyn
cut shot	trawsergyd
cut stem	coesyn a dorrwyd o blanhigyn
cut surface	arwyneb y toriad
cut tack	hoelen fer
cut through	torri trwodd
cut through	torri trwodd
cut-off	cwr
cut-off	torbwynt
cut-off	toriad
cut-off bay	cilfae
cut-out numeral	rhif torlun
cut-over	trostorri
cutaneous	croenol
cutaway	rhyngdoriad
cute	ciwt
cute	cyfrwys
cuticle	cwtigl
cuticle	cwtigl
cuticle	pilen
cutin	ciwtin
cutlery	cyllyll a ffyrc
cutlery	cytleri
cutlet	cytled
cuts	gostyngiadau
cutter	cŷn
cutter	llong ysgafn
cutter	torrwr
cutter	torrwr
cutter bar	bar torri
cutter bar	bar torri
cutter block	bloc torri
cutting	toriad
cutting	toriad
cutting	trychfa
cutting action	arwaith torri
cutting angle	ongl dorri
cutting blade	llafn torri
cutting board	bwrdd torri
cutting board	bwrdd torri
cutting clearance	cliriad torri
cutting edge	ymyl dorri
cutting fluid	hylif torri
cutting gauge	medrydd torri
cutting gauge	medrydd torri
cutting iron	llafn torri
cutting knife	cyllell dorri
cutting lay out	cynllun torri patrwm
cutting layout	cynllun torri
cutting line	llinell dorri
cutting line	llinell dorri
cutting list	rhestr dorri
cutting out guide	arwydd torri patrwm
cutting out paper	papur torri allan
cutting out paper	papur torri allan
cutting out scissors	siswrn torri allan
cutting out shears	gwellaif
cutting plane	plân torri
cutting plane	plân torri
cutting plate	plât torri
cutting pliers	gefelen dorri
cutting press	gwasg dorri
cutting press	gwasg dorri
cutting stroke	strôc dorri
cutting tools	offer torri
cutting wire	gwifren dorri
cutting-out scissors	siswrn torri defnydd
cuttlefish	môr-gyllell
cuttlefish casting	castio môr-gyllell
cutwater	torddwr
cutwork	torwaith
cutwork	torwaith
cwm	cwm
cwm	cwm
cwm	peiran
cyan	gwyrddlas
cyanate ion	ïon cyanad
cyanide	cyanid
cyanide ion	ïon cyanid
cyanidin	cyanidin
cyanogen	cyanogen
cyanosis	dulasedd
cyanosis	glasddüwch
cyanosis	syanosis
cybercafé	caffi'r we
cybernetic	seibernetaidd
cybernetics	seiberneteg
cyberspace	seiberofod
cybersquatter	seibersgwatiwr
cyberzone	seiberbarth
cycle	beic
cycle	beicio
cycle	cylch
cycle	cylchred
cycle	cylchred
cycle of disadvantage	cylch anfantais
cycle of erosion	cylchred erydiad
cycle of erosion	cylchred erydu
cycle of fifths	cylch pumedau
cyclic	cylchol
cyclic	cylchol
cyclic	cylchredol
cyclic	seiclig
cyclic	seiclig
cyclic AMP	AMP cylchol
cyclic group	grŵp cylchol
cyclic mass	offeren gylch
cyclic quadrilateral	pedrochr cylchol
cyclical	cylchol
cyclical unemployment	diweithdra cylchol
cycling	cylchynu
cyclist	beiciwr
cyclist	seiclwr
cyclohexadiene-1,4-dione	cylchohecsadeuen-1,4-deuon
cyclohexane	cylchohecsan
cyclohexanol	cylchohecsanol
cycloid	cylchoid
cycloid	seicloid
cycloidal	seicloid
cycloidal curve	cromlin seicloid
cycloidal curves	cromliniau cylchoidol
cycloidal gear tooth	dant gêr cylchoidol
cyclomatic number	rhif seiclomatig
cyclone	seiclon
cyclone	seiclon
cyclorama	cylchlen
cyclorama	seiclorama
cyclostome	seiclostom
cyclosymmetry	cylchgymesuredd
cyclosymmetry	cylchgymesuredd
cyclotherm	cylchtherm
cyclothymic disorder	anhwylder cylchthymig
cyclotron	cylchotron
cyclotron	seiclotron
cygnet	cyw alarch
cylchoalkane	cylchoalcan
cylchoalkene	cylchoalcen
cylinder	silindr
cylinder	silindr
cylinder vacuum cleaner	sugnwr llwch silindr
cylindrical	silindrog
cylindrical	silindrog
cylindrical core	craidd silindrog
cylindrical cuffs	cyffiau silindrog
cylindrical development	datblygiad silindrog
cylindrical former	ffurfydd silindrog
cylindrical projection	tafluniad silindrog
cylindrical projection	tafluniad silindrol
cylindroid	silindroid
cylindroid	silindroid
cymatogenic	symatogenig
cymatogenic	symatogenig
cymbal	symbal
