english welsh
treason teyrnfradwriaeth
thoughtful ystyriol
pop popian
millilitre mililitr
roughness garwedd
inebriate meddwyn
flamingo fflamingo
indulgence ffafr
cutter torrwr
seizure cipiad
frantic cyffrous
smooth llyfnhau
rampart rhagfur
key goriad
exciting cyffrous
parol llafar
obsolescence darfodiad
mandible gên
erythrocyte erythrosyt
granular gronynnog
bashful swil
butcher lladd
stipule stipwl
saviour achubwr
poll pôl
sclerotic sglerotig
rise codiad
clothier dilledydd
he efe
phenology ffenoleg
equanimity pwyll
synoptic synoptig
thrilling iasol
spiteful maleisus
mineral mwyn
intelligible dealladwy
brand nod
elevation codiad
exude archwysu
tap taro
incorrect gwallus
drub cystwyo
recusant reciwsant
dislike casineb
sanitation glanweithdra
reap medi
higher uwch
chintz chintz
fraudulence twyll
smoulder mudlosgi
permittivity permitifedd
clothe gwisgo
strawberries mefus
novice newyddian
lampoon dychanu
bulrush llafrwynen
alienation aralliad
consulate conswliaeth
detachable datodadwy
orthodontist orthodeintydd
ton tunnell
exploit ymelwa
shepherd bugeilio
commensurate cymesurol
eclampsia eclampsia
ummah ummah
tell rhifo
scooter sgwter
mixture cymysgedd
wakefulness anhunedd
seamstress gwniadwraig
neighbourliness cymdogrwydd
scathe anafu
anaemic anemig
full llonaid
jeer gwatwar
struggle ymdrech
disregard diystyrwch
you chi
meadow dôl
decrepitude llesgedd
cocksure gorhyderus
indicative mynegol
detect datgelu
reconnoitre rhagchwilio
slater töwr
billiards biliards
eclectic eclectig
disreputable amharchus
transform trawsffurfio
timetable amserlennu
longeval hirhoedlog
ribald masweddol
collect hel
imminence enbydrwydd
rising codiad
opportune amserol
retrievable adferadwy
representative cynrychioliadol
breakdown ymddatodiad
cause achos
end terfyn
bounce adlam
immense dirfawr
boost gwthio
hopeless anobeithiol
assistant cynorthwyydd
basil basil
communist comiwnyddol
one rhywun
whereas gan
transplant trawsblannu
affiliate cysylltu
exigence angen
armaments arfau
sacrifice aberth
clear clirio
completion cwblhad
rap rapio
swank rhodresa
rhyme odl
escape osgoi
numberless afrifed
accelerator sbardun
pore myfyrio
smoke mwg
rind croen
thrifty cynnil
rainbow enfys
predicative traethiadol
sublet isosod
auction arwerthiant
depress gwasgu
deaden marweiddio
beware gochel
pool cydgyfrannu
momentary enydol
commandery pencadlys
leaseholder prydleswr
capacity cynnwys
javelin gwaywffon
escapement cilfa
fabricate gwneud
whack dogn
mute pylu
scrum sgrym
ferocious ffyrnig
wrangler cecryn
sisterhood chwaeroliaeth
mossy mwsoglyd
restricted cyfyngedig
horticulturist garddwr
quaintness odrwydd
neutralize niwtralu
passing ymadawiad
leak colli
relish relish
collier glöwr
wearisome blin
nullification diddymiad
bib diota
toothache dannodd
gilt gilt
cramping cyfyngol
compound cyfansawdd
prodigality afradlonedd
prohibition gwahardd
trombone trombôn
twine cordeddu
thine dy
sensation synhwyriad
breve brif
conflagration goddaith
cover gorchuddio
frolic prancio
ratification cadarnhad
detest casáu
fluff fflwcs
plus plws
chap crwt
helicopter hofrennydd
terrace teras
fright braw
superintendence arolygiad
prosthesis prosthesis
dwelling preswylfa
battery batri
baton batwn
whit mymryn
converter trawsnewidydd
castigate cystwyo
skid llithro
punch pwniad
hypocrite rhagrithiwr
rebut gwrthbrofi
enfeeble gwanychu
aged oedrannus
inventive dyfeisgar
legume codlys
scatter taenu
grub bwyd
awareness ymwybyddiaeth
pugnacious cwerylgar
waste gwastraffu
scent sawr
jaunty bywiog
fickle anwadal
badness drygioni
noddy gwirionyn
chide dwrdio
check prawf
moderator llywydd
range detholiad
exchange cyfnewid
then hynny
seductive deniadol
tenant deiliad
immodesty anweddustra
intracellular mewngellol
clutch crafanc
buck ebol
manufacture cynhyrchu
mastiff gafaelgi
debt dyled
ratchet clicied
debasement llygriad
district cylch
toxin tocsin
furtive lladradaidd
intension dyfalwch
attractive atynnol
destine arfaethu
felicitous dedwydd
archival archifol
allude crybwyll
sustenance bwyd
palladium paladiwm
indistinct anhyglyw
foreigner tramorwr
alkaline alcalïaidd
slouching llibin
speculative dyfaliadol
find darganfod
tyre teiar
numeral rhif
flux toddydd
antithetical gwrthgyferbyniol
riches golud
emission gollyngiad
longitude hydred
fusty llwyd
gourmand gloddestwr
crank cranc
yard buarth
samsara samsara
alike cyffelyb
overall cyffredinol
unfold datblygu
unstable ansefydlog
azonal anaeddfed
anode anod
schoolmaster athro
blear dolurus
force gorfodaeth
regent rhaglyw
oppressor gormeswr
wobble siglo
please boddhau
spurge fflamgoed
superabundance gormodedd
imp dihiryn
joist trawst
appellant apelydd
relaxed llaes
clash gwrthdrawiad
spotless difrycheulyd
respite egwyl
work tasg
harness gêr
offensive sarhaus
sulphur sylffwr
lock wythwr
conclude diweddu
advertiser hysbysebwr
try cais
employ cyflogi
touch ychydig
paddle padlo
waterfall rhaeadr
dualism deuoliaeth
knot cwgn
hindmost diwethaf
kidnap herwgipio
sheepish swil
cavalier cafaliraidd
foul aflan
shift tyrn
inundation llif
ferric fferrig
ubiquitous hollbresennol
proper parchus
elder hynafwraig
accomplishment dawn
undetermined amhendant
boast brol
caravel carafel
precious gwerthfawr
contrast cyferbyniad
repentance edifeirwch
speck sbecyn
wording geiriad
tallness taldra
subtle cynnil
isotopic isotopig
scathe niweidio
shame cywilydd
accent acennu
vicious milain
steamboat agerfad
newel ystlys
resentment dicter
surpass trechu
superabundant gormodol
refraction plygiant
sieve rhidyll
flout wfftio
discovery darganfyddiad
patting patio
mechanic peiriannydd
escarpment sgarp
trust hyder
thorough trylwyr
racer rhedwr
cordial calonnog
unwarranted anawdurdodedig
feed ymborth
isobar isobar
explicit echblyg
grasping trachwantus
ideal ideal
synoptic cyfolwg
molestation ymosodiad
conscious ymwybodol
throttle tagu
pitiless didrugaredd
stimulate ysgogi
melodic alawol
imbibe yfed
entreaty ymbil
dialysis dialysis
diversify amrywiaethu
limpidity gloywder
discerning craff
ransom gwaredu
pedant pedant
stag carw
cytoplasmic sytoplasmig
narcotic narcotig
talisman swynogl
range crwydro
connection cysylltiad
imitable efelychiadol
persevering diwyd
truism gwiredd
peerless digyffelyb
vile bawaidd
improper afreolaidd
hovel hofel
subtle craff
odour sawr
positive cadarnhaol
recommendation argymhelliad
anthrax anthracs
treasurer trysorydd
millimetre milimetr
friction ymrafael
endothermic endothermig
methyl methyl
entertainment adloniant
plea pledio
blouse blows
constancy cysondeb
counterpoint gwrthbwynt
handle handlen
judicious call
egalitarian egalitaraidd
occur taro
pendant crog
disadvantage anfantais
plant ffatri
coarse bras
accommodation ymgymhwysiad
patriarchy patriarchaeth
handmaid llawforwyn
inseparable anwahanadwy
wry cam
prude coegen
unwilling anewyllysgar
nicety manylrwydd
rood rhwd
fury cynddaredd
hospice hosbis
besmirch baeddu
jingle rhigwm
emergency argyfwng
immune imiwn
shoemaker crydd
outer cyrion
hydroxide hydrocsid
profiteer gorelwa
essential hanfod
smelt toddi
individual unigol
spook ysbryd
saloon salŵn
last parhau
dregs gwehilion
bubble bwrlwm
mews ystablau
auto car
capriccio capriccio
corpus corpws
steady rheolaidd
incorporation corfforiad
document dogfennu
healthy iach
agitation cyffro
adulthood oedolaeth
harmonica harmonica
benevolent cyfeillgar
pas cam
unstained glân
calf llo
economist economydd
contributory cyfrannol
synopsis crynodeb
nauseate syrffedu
term telerau
equivalent cywerth
gush ffrwd
nucleotide niwcleotid
withdrawal codiad
walrus walrws
joinder cyplysiad
contest ymryson
pincers pinsiwrn
scramble sgramblo
prosperity llwyddiant
truss clymu
quark cwarc
symptomatic arwyddol
pneumatic niwmatig
chuckle glaschwerthin
severance gwahaniad
resource difyrrwch
propitiatory cymodol
tiff diod
voluptuous nwydus
dog dilyn
mycorrhizal mycorhisol
synchrotron syncrotron
blood gwaed
pygmy pigmi
mercantile masnachol
location lleoliad
bound terfyn
gadolinium gadoliniwm
condition cyflwr
degenerating dirywiol
bend crymu
reciprocating cilyddol
binoculars ysbienddrych
quandary dryswch
church eglwys
upkeep cynhaliaeth
cod cwd
erode erydu
acetate asetad
motive motiff
chronology cronoleg
polypus polyp
imprest imprest
chip tolc
recorder cofnodwr
wriggle gwingo
plant gwaith
topography topograffeg
funk llwfrhau
musketeer mysgedwr
manpower llafurlu
barbiturate barbitwrad
mound crug
inheritance gwaddol
ewe mamog
sally cyrchu
authoring awduro
predestinate rhagarfaethu
late diweddar
cry gweiddi
alcoholic alcoholaidd
deformity ystumiad
distinct arbennig
electrostatic electrostatig
amateurish trwsgl
buoy bwi
bud blaguro
expire dibennu
cairn carn
breathe anadlu
lisp bloesgni
complexion gwedd
metre metr
scholar ysgolhaig
assessment asesiad
negation negyddiad
breed brîd
effect canlyniad
dismantle datgysylltu
through drwodd
enrage ffyrnigo
countess iarlles
misuse camddefnydd
optimism gobaith
when pan
bill mesur
fleet fflyd
descry canfod
trim taclus
blind mwgwd
roasting rhost
appease tawelu
multidisciplinary amlddisgyblaethol
obscurity dinodedd
bulk swmp
liable atebol
slink cilio
continual parhaus
invader goresgynnwr
dispensation gollyngiad
pig mochyn
scrape rhygnu
park parc
discontinue atal
hut lluest
philology ieitheg
metal metel
subjugate darostwng
try ceisio
obliterate difodi
confederation conffederasiwn
scope lle
triptych triptych
vegetate segura
perceptive sylwgar
drudge slaf
antithesis gwrthgyferbyniad
circulate amgylchu
secular seciwlar
mechanisation mecaneiddio
gypsy sipsi
facilitate hwyluso
cancel diddymu
forlorn amddifad
variation amrywiad
jubilee dathliad
mark marcio
word gair
mutation treiglo
while tra
crudity anaeddfedrwydd
beast anifail
haematology haematoleg
hover hofran
categorize categoreiddio
expense traul
text testun
fad mympwy
expert arbenigwr
resuscitate adfywhau
neaten twtio
multiple lluosol
access mynediad
judicial cyfreithiol
scamper prancio
hogweed efwr
revolution chwildro
regret edifeirwch
slick deheuig
banquet gwledd
stereotyped ystrydebol
random siawns
thinking meddwl
direct cyfeirnod
inside yn
informer hysbyswr
voracity rhaib
huge dirfawr
concatenate cydgadwyno
snub pwt
eve noswyl
taste chwaeth
pagination tudaleniad
ethnicity ethnigedd
circuit cwmpas
cryptic cryptig
speculative hapfasnachol
combat taro
companionship cyfeillach
epoch cyfnod
mankind dynolryw
observer arsyllwr
unclear aneglur
untie datglymu
cauliflower blodfresychen
trimmer tociwr
unadulterated digymysg
stored cadw
botany botaneg
stationery papurach
sector sector
slick slic
intestacy diewyllysedd
blasphemer cablwr
foliated deiliog
deserve teilyngu
focus canolbwynt
deterrent ataliol
telescopic telesgopig
peep llygadu
tramp crwydryn
maybe dichon
courteous moesgar
compact cytundeb
dub iro
quiver cryndod
wrath soriant
vexing blinderus
dishonesty anonestrwydd
adolescence llencyndod
prick pigiad
gaol carchar
lagoon morlyn
repeat ailadrodd
superscript uwchysgrif
gene genyn
iron haearn
baldness moelni
translate trosi
deck pac
aggregate agregu
risk risg
humility gostyngeiddrwydd
afflict cystuddio
shelly cregynnog
cane cansen
bay bae
seditious terfysglyd
repeat ailddarlledu
fireside aelwyd
plaid plod
rancher ffermwr
salute saliwtio
achievement gorchest
edge ymyl
extremism eithafrwydd
lobby lobïo
sudd swd
scorch rhuddo
extremes eithafion
spell ysbaid
goose gŵydd
track trac
low bref
flocculation clystyru
inferior isradd
negative nacâd
misplace camosod
primordial cysefin
civil moesgar
tuba tiwba
adjourned gohiriedig
draft tyniad
histamine histamin
crowning coroniad
out allan
minister gweinidog
rota trefn
barefaced haerllug
rap cnoc
wholesale cyfanwerth
hippopotamus afonfarch
patch clytio
transduction trosglwyddiad
usher hebrwng
creditable cymeradwy
instantaneous union
clout bonclust
billow moryn
incongruity anghysonder
bombast ymffrost
heartrending torcalonnus
cunning cyfrwystra
adjective ansoddair
placid diddig
loch llwch
vascular fasgwlaidd
hill tyle
surmount gorchfygu
riverine afonol
occupant preswylydd
form ffurf
daybreak cyfddydd
fake ffugwaith
diplomatic diplomyddol
upgrade uwchraddio
dihedral deuhedrol
punctuality prydlondeb
cog cocsen
idol delw
transfinite trawsfeidraidd
paint paent
testamentary ewyllysiol
whereabouts lleoliad
sell hoced
logon mewngofnodi
violet dulas
scuffle ymgiprys
moderate cymedrol
unmarred dilychwin
draughtsmanship lluniadaeth
assertive trahaus
offertory offrymgan
populous poblog
pommel cnepyn
rand rand
ground sail
thief dygwr
effloresce blodeuo
angora angora
signature arwydd
pier pier
secrete celu
candid didwyll
inn tafarn
sustainability cynaliadwyedd
meteor meteor
mere syml
soreness dolur
computerize cyfrifiaduro
taste blas
penalty cosbedigaeth
cortisone cortison
mediocre canolig
down rhos
clem newynu
port cario
raker cribin
treat trin
invest buddsoddi
snap clec
shake siglo
investor buddsoddwr
vicarious dirprwyol
fillip hwb
offence trosedd
fanfare ffanfer
rest hoe
respite hoe
citrus sitrws
vagina gwain
preciousness gwerthfawredd
overlapping gorgyffwrdd
condenser tewychydd
utilization defnyddiad
agreement cytundeb
omen arwydd
shameless digywilydd
brag brol
fiend ellyll
mathematics mathemateg
sentence brawddeg
suicidal hunanddinistriol
snare maglu
dethronement diorseddiad
bounded ffiniedig
empty coeg
exultation gorfoledd
coast arfordir
recycle ailgylchu
eclecticism eclectigiaeth
horror dychryn
minder gofalwraig
chagrin tristwch
toxic gwenwynig
swindle hoced
ornamental addurnol
appal arswydo
responsiveness ymatebolrwydd
unpleasantness annifyrrwch
burnt llosg
country gwlad
punch dyrnu
carbonate carbonad
tenderness tynerwch
ruler mesurydd
tapestry tapestri
incense digio
trenchant treiddgar
thorny dreiniog
sell twyllo
brace cyplysnod
multitude lliaws
twitch brath
abbreviate byrhau
perhaps dichon
robe mantell
inversion gwrthdro
ridge crib
refuge noddfa
gaiety miri
immodest anweddus
vocalist canwr
dynasty teyrnlin
tabular gwastad
mania gorawydd
bodice bodis
execution dienyddiad
magnify chwyddhau
encircle amgylchu
strophic stroffig
carcinoma carsinoma
incircle mewngylch
agora marchnadfa
medal medal
apt priodol
amyl amyl
unpick datod
twofold deublyg
hypocritical rhagrithiol
gross gros
divide gwahanfa
runnel cornant
passage tramwyfa
clue cliw
error cyfeiliornad
unscrew dadsgriwio
sore clwyf
flexible hyblyg
bullhead penbwl
quadrate cwadrat
shipment cargo
disorder anhrefn
unchastity trythyllwch
detestable atgas
chronicler croniclydd
vandalize fandaleiddio
order gradd
parenthesis parenthesis
furlough seibiant
bewitching hudol
diversification amrywiad
budget cyllido
earl iarll
earmark clustnodi
executive gweithredol
forehead talcen
lazy diog
questioning holi
scrap pishyn
interchangeable ymgyfnewidiol
magnify moli
pattern ffigur
precipitation hyrddiad
chaparral mangoed
arch pontio
prey ysglyfaethu
knoll cnwc
pictorial darluniadol
truncated blaendor
baluster balwstr
parochial cyfyng
colonizer gwladychwr
spin troelli
counterfeit llwgr
interpret dehongli
general cyffredin
barbaric barbaraidd
fan ffan
scriber mynawyd
dividend elw
unexploited anghyffwrdd
spin sbinio
index indecs
vertebra fertebra
artistry celfyddyd
dessert ancwyn
attract atynnu
diurnal beunyddiol
intricate dyrys
pucker rhychu
plantain llyriad
prickle draenen
slat dellten
wrinkle rhych
bardic barddol
disband dadfyddino
abstraction haniaeth
degenerate dirywiedig
deaden lleddfu
vibratory dirgryn
concupiscent trachwantus
fluted rhychog
gravitate disgyrchu
stern llym
can tun
qualitative ansoddol
treble treblu
transverse croes
racism hiliaeth
corrupt llygredig
oafish trwsgl
commitment traddodiad
preponderance gormod
portrayal portread
possibly efallai
roundabout trogylch
retention dargadwad
rich bras
ecstasy gorfoledd
skylark ehedydd
brotherhood brawdoliaeth
ragged bratiog
alleviate lliniaru
trow tybied
fitness addasrwydd
inculcation argymhelliad
info gwybodaeth
adaptive ymaddasol
pipe peipio
monochrome unlliw
bank llethr
attempt ymgais
slink sleifio
crane garan
illumine egluro
copulation cnuch
surfeit gormod
barbarity barbareiddiwch
remnant darn
trite cyffredin
internalisation mewnoliad
intrusive ymwthiol
sanction sancsiwn
diffusion lledaenu
emotive emosiynol
chisel naddu
zenith anterth
yearling llwdn
instigation symbyliad
bondage caethiwed
viable posibl
quash dileu
conventional confensiynol
weld asio
batten astell
chevron cwplws
item eitem
founder suddo
unbending anhyblyg
mop mopio
thimble gwniadur
imaginable dychmygol
sleepy cysglyd
secant secant
banish alltudio
conversation sgwrs
urgent pwysig
monk mynach
lugubrious galarus
legation llysgenhadaeth
sheep dafad
pilot peilot
boom trawst
pardon pardynu
perfume persawr
attendant gwas
crimp crebachu
thumb bawd
inhale mewnanadlu
catgut coludd
judicious deallus
arbor arbor
kit tacl
lavender lafant
impending agos
nominative enwol
pediment pediment
colourful lliwgar
hollow cau
husk coden
abstruse dyrys
gentle mwyn
mat plethu
pluck pluo
structural ffurfiannol
detonate tanio
par pâr
dictator unben
hologram hologram
residue gwarged
staff staff
regain adennill
amylase amylas
rambling gwasgarog
tolerance goddefiant
troop haid
hoofed carnol
erratic ansicr
servant gwas
poach herwhela
mildew llwydni
hectare hectar
hill gallt
rend dryllio
scythe pladuro
peritoneum peritonewm
hair rhawn
ephemeral darfodedig
knot cnewyllyn
thrust hergwd
misinterpretation camddehongliad
cutaneous croenol
