: gram2-opposite
ymwybodol anymwybodol onest anonest
gwelliant gwelliannau alarch elyrch
gwelliant gwelliannau porth pyrth
gwelliant gwelliannau masnachwr masnachwyr
gwelliant gwelliannau gof gofaint
gwelliant gwelliannau merch merched
gwelliant gwelliannau pryf pryfed
gwelliant gwelliannau brawd brodyr
arwerthiant arwethiannau deunydd deunyddiau
arwerthiant arwethiannau llun lluniau
arwerthiant arwethiannau lliw lliwiau
arwerthiant arwethiannau braslun brasluniau
arwerthiant arwethiannau dydd dyddiau
arwerthiant arwethiannau mynydd mynyddoedd
arwerthiant arwethiannau gwe gweoedd
arwerthiant arwethiannau meinwe meinweoedd
arwerthiant arwethiannau pellter pellteroedd
arwerthiant arwethiannau oes oesoedd
arwerthiant arwethiannau cell celloedd
arwerthiant arwethiannau oergell oergelloedd
arwerthiant arwethiannau gweithle gweithleoedd
arwerthiant arwethiannau cyllidfa cyllidfaoedd
arwerthiant arwethiannau geirfa geirfaoedd
arwerthiant arwethiannau meddyg meddygon
arwerthiant arwethiannau afiechyd afiechydon
arwerthiant arwethiannau gweddill gweddillion
arwerthiant arwethiannau pennill pennillion
arwerthiant arwethiannau actor actorion
arwerthiant arwethiannau addewid addewidion
arwerthiant arwethiannau angen anghenion
arwerthiant arwethiannau gwleidydd gwleidyddion
arwerthiant arwethiannau mater materion
arwerthiant arwethiannau cariad cariadon
arwerthiant arwethiannau dyn dynion
arwerthiant arwethiannau cof cofion
arwerthiant arwethiannau cyfrifiadur cyfrifiaduron
arwerthiant arwethiannau cwyn cwynion
arwerthiant arwethiannau tori torïaid
arwerthiant arwethiannau creadur creaduriaid
arwerthiant arwethiannau amatur amaturiaid
arwerthiant arwethiannau arab arabiaid
arwerthiant arwethiannau awtocrat awtocratiaid
arwerthiant arwethiannau offeiriad offeriaid
arwerthiant arwethiannau beirniad beirniaid
arwerthiant arwethiannau gwylan gwylanod
arwerthiant arwethiannau mwnci mwncïod 
arwerthiant arwethiannau anghenfil angenfilod
arwerthiant arwethiannau bwgan bwganod
arwerthiant arwethiannau cath cathod
arwerthiant arwethiannau llyffant llyffantod
arwerthiant arwethiannau tylluan tylluanod
arwerthiant arwethiannau ystlum ystlumod
arwerthiant arwethiannau cyfres cyfresi
arwerthiant arwethiannau rhes rhesi
arwerthiant arwethiannau eglwys eglwysi
arwerthiant arwethiannau clogwyn clogwyni
arwerthiant arwethiannau amlen amlenni
arwerthiant arwethiannau tunell tunelli
arwerthiant arwethiannau treth trethi
arwerthiant arwethiannau tref trefi
arwerthiant arwethiannau llestr llestri
arwerthiant arwethiannau swydd swyddi
arwerthiant arwethiannau poced pocedi
arwerthiant arwethiannau llen llenni
arwerthiant arwethiannau blaidd bleiddiau
arwerthiant arwethiannau braich breichiau
arwerthiant arwethiannau gair geiriau
arwerthiant arwethiannau llais lleisiau
arwerthiant arwethiannau nain neiniau
arwerthiant arwethiannau taid teidiau
arwerthiant arwethiannau meddwl meddyliau
arwerthiant arwethiannau taith teithiau
arwerthiant arwethiannau adwaith adweithiau
arwerthiant arwethiannau iaith ieithoedd
arwerthiant arwethiannau tafodiaith tafodieithoedd
arwerthiant arwethiannau drws drysau
arwerthiant arwethiannau saer seiri
arwerthiant arwethiannau rhiant rhieni
arwerthiant arwethiannau twrch tyrchod
arwerthiant arwethiannau pastai pasteiod
arwerthiant arwethiannau dŵr dyfroedd
arwerthiant arwethiannau pau peuoedd
arwerthiant arwethiannau angel angylion
arwerthiant arwethiannau prawf profion
arwerthiant arwethiannau gwas gweision
arwerthiant arwethiannau athro athrawon
arwerthiant arwethiannau cipolwg cipolygon
arwerthiant arwethiannau capten capteiniaid
arwerthiant arwethiannau gwraig gwragedd
arwerthiant arwethiannau car ceir
arwerthiant arwethiannau iâr ieir
arwerthiant arwethiannau bardd beirdd
arwerthiant arwethiannau tarw teirw
arwerthiant arwethiannau marw meirw
arwerthiant arwethiannau arth eirth
arwerthiant arwethiannau brân brain
arwerthiant arwethiannau alarch elyrch
arwerthiant arwethiannau porth pyrth
arwerthiant arwethiannau masnachwr masnachwyr
arwerthiant arwethiannau gof gofaint
arwerthiant arwethiannau merch merched
arwerthiant arwethiannau pryf pryfed
arwerthiant arwethiannau brawd brodyr
deunydd deunyddiau llun lluniau
deunydd deunyddiau lliw lliwiau
deunydd deunyddiau braslun brasluniau
deunydd deunyddiau dydd dyddiau
deunydd deunyddiau mynydd mynyddoedd
deunydd deunyddiau gwe gweoedd
deunydd deunyddiau meinwe meinweoedd
deunydd deunyddiau pellter pellteroedd
deunydd deunyddiau oes oesoedd
deunydd deunyddiau cell celloedd
deunydd deunyddiau oergell oergelloedd
deunydd deunyddiau gweithle gweithleoedd
deunydd deunyddiau cyllidfa cyllidfaoedd
deunydd deunyddiau geirfa geirfaoedd
deunydd deunyddiau meddyg meddygon
deunydd deunyddiau afiechyd afiechydon
deunydd deunyddiau gweddill gweddillion
deunydd deunyddiau pennill pennillion
deunydd deunyddiau actor actorion
deunydd deunyddiau addewid addewidion
deunydd deunyddiau angen anghenion
deunydd deunyddiau gwleidydd gwleidyddion
deunydd deunyddiau mater materion
deunydd deunyddiau cariad cariadon
deunydd deunyddiau dyn dynion
deunydd deunyddiau cof cofion
deunydd deunyddiau cyfrifiadur cyfrifiaduron
deunydd deunyddiau cwyn cwynion
deunydd deunyddiau tori torïaid
deunydd deunyddiau creadur creaduriaid
deunydd deunyddiau amatur amaturiaid
deunydd deunyddiau arab arabiaid
deunydd deunyddiau awtocrat awtocratiaid
deunydd deunyddiau offeiriad offeriaid
deunydd deunyddiau beirniad beirniaid
deunydd deunyddiau gwylan gwylanod
deunydd deunyddiau mwnci mwncïod 
deunydd deunyddiau anghenfil angenfilod
deunydd deunyddiau bwgan bwganod
deunydd deunyddiau cath cathod
deunydd deunyddiau llyffant llyffantod
deunydd deunyddiau tylluan tylluanod
deunydd deunyddiau ystlum ystlumod
deunydd deunyddiau cyfres cyfresi
deunydd deunyddiau rhes rhesi
deunydd deunyddiau eglwys eglwysi
deunydd deunyddiau clogwyn clogwyni
deunydd deunyddiau amlen amlenni
deunydd deunyddiau tunell tunelli
deunydd deunyddiau treth trethi
deunydd deunyddiau tref trefi
deunydd deunyddiau llestr llestri
deunydd deunyddiau swydd swyddi
deunydd deunyddiau poced pocedi
deunydd deunyddiau llen llenni
deunydd deunyddiau blaidd bleiddiau
deunydd deunyddiau braich breichiau
deunydd deunyddiau gair geiriau
deunydd deunyddiau llais lleisiau
deunydd deunyddiau nain neiniau
deunydd deunyddiau taid teidiau
deunydd deunyddiau meddwl meddyliau
deunydd deunyddiau taith teithiau
deunydd deunyddiau adwaith adweithiau
deunydd deunyddiau iaith ieithoedd
deunydd deunyddiau tafodiaith tafodieithoedd
deunydd deunyddiau drws drysau
deunydd deunyddiau saer seiri
deunydd deunyddiau rhiant rhieni
deunydd deunyddiau twrch tyrchod
deunydd deunyddiau pastai pasteiod
deunydd deunyddiau dŵr dyfroedd
deunydd deunyddiau pau peuoedd
deunydd deunyddiau angel angylion
deunydd deunyddiau prawf profion
deunydd deunyddiau gwas gweision
deunydd deunyddiau athro athrawon
deunydd deunyddiau cipolwg cipolygon
deunydd deunyddiau capten capteiniaid
deunydd deunyddiau gwraig gwragedd
deunydd deunyddiau car ceir
deunydd deunyddiau iâr ieir
deunydd deunyddiau bardd beirdd
deunydd deunyddiau tarw teirw
deunydd deunyddiau marw meirw
deunydd deunyddiau arth eirth
deunydd deunyddiau brân brain
deunydd deunyddiau alarch elyrch
deunydd deunyddiau porth pyrth
deunydd deunyddiau masnachwr masnachwyr
deunydd deunyddiau gof gofaint
deunydd deunyddiau merch merched
deunydd deunyddiau pryf pryfed
deunydd deunyddiau brawd brodyr
llun lluniau lliw lliwiau
llun lluniau braslun brasluniau
llun lluniau dydd dyddiau
llun lluniau mynydd mynyddoedd
llun lluniau gwe gweoedd
llun lluniau meinwe meinweoedd
llun lluniau pellter pellteroedd
llun lluniau oes oesoedd
llun lluniau cell celloedd
llun lluniau oergell oergelloedd
llun lluniau gweithle gweithleoedd
llun lluniau cyllidfa cyllidfaoedd
llun lluniau geirfa geirfaoedd
llun lluniau meddyg meddygon
llun lluniau afiechyd afiechydon
llun lluniau gweddill gweddillion
llun lluniau pennill pennillion
llun lluniau actor actorion
llun lluniau addewid addewidion
llun lluniau angen anghenion
llun lluniau gwleidydd gwleidyddion
llun lluniau mater materion
llun lluniau cariad cariadon
llun lluniau dyn dynion
llun lluniau cof cofion
llun lluniau cyfrifiadur cyfrifiaduron
llun lluniau cwyn cwynion
llun lluniau tori torïaid
llun lluniau creadur creaduriaid
llun lluniau amatur amaturiaid
llun lluniau arab arabiaid
llun lluniau awtocrat awtocratiaid
llun lluniau offeiriad offeriaid
llun lluniau beirniad beirniaid
llun lluniau gwylan gwylanod
llun lluniau mwnci mwncïod 
llun lluniau anghenfil angenfilod
llun lluniau bwgan bwganod
llun lluniau cath cathod
llun lluniau llyffant llyffantod
llun lluniau tylluan tylluanod
llun lluniau ystlum ystlumod
llun lluniau cyfres cyfresi
llun lluniau rhes rhesi
llun lluniau eglwys eglwysi
llun lluniau clogwyn clogwyni
llun lluniau amlen amlenni
llun lluniau tunell tunelli
llun lluniau treth trethi
llun lluniau tref trefi
llun lluniau llestr llestri
llun lluniau swydd swyddi
llun lluniau poced pocedi
llun lluniau llen llenni
llun lluniau blaidd bleiddiau
llun lluniau braich breichiau
llun lluniau gair geiriau
llun lluniau llais lleisiau
llun lluniau nain neiniau
llun lluniau taid teidiau
llun lluniau meddwl meddyliau
llun lluniau taith teithiau
llun lluniau adwaith adweithiau
llun lluniau iaith ieithoedd
llun lluniau tafodiaith tafodieithoedd
llun lluniau drws drysau
llun lluniau saer seiri
llun lluniau rhiant rhieni
llun lluniau twrch tyrchod
llun lluniau pastai pasteiod
llun lluniau dŵr dyfroedd
llun lluniau pau peuoedd
llun lluniau angel angylion
llun lluniau prawf profion
llun lluniau gwas gweision
llun lluniau athro athrawon
llun lluniau cipolwg cipolygon
llun lluniau capten capteiniaid
llun lluniau gwraig gwragedd
llun lluniau car ceir
llun lluniau iâr ieir
llun lluniau bardd beirdd
llun lluniau tarw teirw
llun lluniau marw meirw
llun lluniau arth eirth
llun lluniau brân brain
llun lluniau alarch elyrch
llun lluniau porth pyrth
llun lluniau masnachwr masnachwyr
llun lluniau gof gofaint
llun lluniau merch merched
llun lluniau pryf pryfed
llun lluniau brawd brodyr
lliw lliwiau braslun brasluniau
lliw lliwiau dydd dyddiau
lliw lliwiau mynydd mynyddoedd
lliw lliwiau gwe gweoedd
lliw lliwiau meinwe meinweoedd
lliw lliwiau pellter pellteroedd
lliw lliwiau oes oesoedd
lliw lliwiau cell celloedd
lliw lliwiau oergell oergelloedd
lliw lliwiau gweithle gweithleoedd
lliw lliwiau cyllidfa cyllidfaoedd
lliw lliwiau geirfa geirfaoedd
lliw lliwiau meddyg meddygon
lliw lliwiau afiechyd afiechydon
lliw lliwiau gweddill gweddillion
lliw lliwiau pennill pennillion
lliw lliwiau actor actorion
lliw lliwiau addewid addewidion
lliw lliwiau angen anghenion
lliw lliwiau gwleidydd gwleidyddion
lliw lliwiau mater materion
lliw lliwiau cariad cariadon
lliw lliwiau dyn dynion
lliw lliwiau cof cofion
lliw lliwiau cyfrifiadur cyfrifiaduron
lliw lliwiau cwyn cwynion
lliw lliwiau tori torïaid
lliw lliwiau creadur creaduriaid
lliw lliwiau amatur amaturiaid
lliw lliwiau arab arabiaid
lliw lliwiau awtocrat awtocratiaid
lliw lliwiau offeiriad offeriaid
lliw lliwiau beirniad beirniaid
lliw lliwiau gwylan gwylanod
lliw lliwiau mwnci mwncïod 
lliw lliwiau anghenfil angenfilod
lliw lliwiau bwgan bwganod
lliw lliwiau cath cathod
lliw lliwiau llyffant llyffantod
lliw lliwiau tylluan tylluanod
lliw lliwiau ystlum ystlumod
lliw lliwiau cyfres cyfresi
lliw lliwiau rhes rhesi
lliw lliwiau eglwys eglwysi
lliw lliwiau clogwyn clogwyni
lliw lliwiau amlen amlenni
lliw lliwiau tunell tunelli
lliw lliwiau treth trethi
lliw lliwiau tref trefi
lliw lliwiau llestr llestri
lliw lliwiau swydd swyddi
lliw lliwiau poced pocedi
lliw lliwiau llen llenni
lliw lliwiau blaidd bleiddiau
lliw lliwiau braich breichiau
lliw lliwiau gair geiriau
lliw lliwiau llais lleisiau
lliw lliwiau nain neiniau
lliw lliwiau taid teidiau
lliw lliwiau meddwl meddyliau
lliw lliwiau taith teithiau
lliw lliwiau adwaith adweithiau
lliw lliwiau iaith ieithoedd
lliw lliwiau tafodiaith tafodieithoedd
lliw lliwiau drws drysau
lliw lliwiau saer seiri
lliw lliwiau rhiant rhieni
lliw lliwiau twrch tyrchod
lliw lliwiau pastai pasteiod
lliw lliwiau dŵr dyfroedd
lliw lliwiau pau peuoedd
lliw lliwiau angel angylion
lliw lliwiau prawf profion
lliw lliwiau gwas gweision
lliw lliwiau athro athrawon
lliw lliwiau cipolwg cipolygon
lliw lliwiau capten capteiniaid
lliw lliwiau gwraig gwragedd
lliw lliwiau car ceir
lliw lliwiau iâr ieir
lliw lliwiau bardd beirdd
lliw lliwiau tarw teirw
lliw lliwiau marw meirw
lliw lliwiau arth eirth
lliw lliwiau brân brain
lliw lliwiau alarch elyrch
lliw lliwiau porth pyrth
lliw lliwiau masnachwr masnachwyr
lliw lliwiau gof gofaint
lliw lliwiau merch merched
lliw lliwiau pryf pryfed
lliw lliwiau brawd brodyr
braslun brasluniau dydd dyddiau
braslun brasluniau mynydd mynyddoedd
braslun brasluniau gwe gweoedd
braslun brasluniau meinwe meinweoedd
braslun brasluniau pellter pellteroedd
braslun brasluniau oes oesoedd
braslun brasluniau cell celloedd
braslun brasluniau oergell oergelloedd
braslun brasluniau gweithle gweithleoedd
braslun brasluniau cyllidfa cyllidfaoedd
braslun brasluniau geirfa geirfaoedd
braslun brasluniau meddyg meddygon
braslun brasluniau afiechyd afiechydon
braslun brasluniau gweddill gweddillion
braslun brasluniau pennill pennillion
braslun brasluniau actor actorion
braslun brasluniau addewid addewidion
braslun brasluniau angen anghenion
braslun brasluniau gwleidydd gwleidyddion
braslun brasluniau mater materion
braslun brasluniau cariad cariadon
braslun brasluniau dyn dynion
braslun brasluniau cof cofion
braslun brasluniau cyfrifiadur cyfrifiaduron
braslun brasluniau cwyn cwynion
braslun brasluniau tori torïaid
braslun brasluniau creadur creaduriaid
braslun brasluniau amatur amaturiaid
braslun brasluniau arab arabiaid
braslun brasluniau awtocrat awtocratiaid
braslun brasluniau offeiriad offeriaid
braslun brasluniau beirniad beirniaid
braslun brasluniau gwylan gwylanod
braslun brasluniau mwnci mwncïod 
braslun brasluniau anghenfil angenfilod
braslun brasluniau bwgan bwganod
braslun brasluniau cath cathod
braslun brasluniau llyffant llyffantod
braslun brasluniau tylluan tylluanod
braslun brasluniau ystlum ystlumod
braslun brasluniau cyfres cyfresi
braslun brasluniau rhes rhesi
braslun brasluniau eglwys eglwysi
braslun brasluniau clogwyn clogwyni
braslun brasluniau amlen amlenni
braslun brasluniau tunell tunelli
braslun brasluniau treth trethi
braslun brasluniau tref trefi
braslun brasluniau llestr llestri
braslun brasluniau swydd swyddi
braslun brasluniau poced pocedi
braslun brasluniau llen llenni
braslun brasluniau blaidd bleiddiau
braslun brasluniau braich breichiau
braslun brasluniau gair geiriau
braslun brasluniau llais lleisiau
braslun brasluniau nain neiniau
braslun brasluniau taid teidiau
braslun brasluniau meddwl meddyliau
braslun brasluniau taith teithiau
braslun brasluniau adwaith adweithiau
braslun brasluniau iaith ieithoedd
braslun brasluniau tafodiaith tafodieithoedd
braslun brasluniau drws drysau
braslun brasluniau saer seiri
braslun brasluniau rhiant rhieni
braslun brasluniau twrch tyrchod
braslun brasluniau pastai pasteiod
braslun brasluniau dŵr dyfroedd
braslun brasluniau pau peuoedd
braslun brasluniau angel angylion
braslun brasluniau prawf profion
braslun brasluniau gwas gweision
braslun brasluniau athro athrawon
braslun brasluniau cipolwg cipolygon
braslun brasluniau capten capteiniaid
braslun brasluniau gwraig gwragedd
braslun brasluniau car ceir
braslun brasluniau iâr ieir
braslun brasluniau bardd beirdd
braslun brasluniau tarw teirw
braslun brasluniau marw meirw
braslun brasluniau arth eirth
braslun brasluniau brân brain
braslun brasluniau alarch elyrch
braslun brasluniau porth pyrth
braslun brasluniau masnachwr masnachwyr
braslun brasluniau gof gofaint
braslun brasluniau merch merched
braslun brasluniau pryf pryfed
braslun brasluniau brawd brodyr
dydd dyddiau mynydd mynyddoedd
dydd dyddiau gwe gweoedd
dydd dyddiau meinwe meinweoedd
dydd dyddiau pellter pellteroedd
dydd dyddiau oes oesoedd
dydd dyddiau cell celloedd
dydd dyddiau oergell oergelloedd
dydd dyddiau gweithle gweithleoedd
dydd dyddiau cyllidfa cyllidfaoedd
dydd dyddiau geirfa geirfaoedd
dydd dyddiau meddyg meddygon
dydd dyddiau afiechyd afiechydon
dydd dyddiau gweddill gweddillion
dydd dyddiau pennill pennillion
dydd dyddiau actor actorion
dydd dyddiau addewid addewidion
dydd dyddiau angen anghenion
dydd dyddiau gwleidydd gwleidyddion
dydd dyddiau mater materion
dydd dyddiau cariad cariadon
dydd dyddiau dyn dynion
dydd dyddiau cof cofion
dydd dyddiau cyfrifiadur cyfrifiaduron
dydd dyddiau cwyn cwynion
dydd dyddiau tori torïaid
dydd dyddiau creadur creaduriaid
dydd dyddiau amatur amaturiaid
dydd dyddiau arab arabiaid
dydd dyddiau awtocrat awtocratiaid
dydd dyddiau offeiriad offeriaid
dydd dyddiau beirniad beirniaid
dydd dyddiau gwylan gwylanod
dydd dyddiau mwnci mwncïod 
dydd dyddiau anghenfil angenfilod
dydd dyddiau bwgan bwganod
dydd dyddiau cath cathod
dydd dyddiau llyffant llyffantod
dydd dyddiau tylluan tylluanod
dydd dyddiau ystlum ystlumod
dydd dyddiau cyfres cyfresi
dydd dyddiau rhes rhesi
dydd dyddiau eglwys eglwysi
dydd dyddiau clogwyn clogwyni
dydd dyddiau amlen amlenni
dydd dyddiau tunell tunelli
dydd dyddiau treth trethi
dydd dyddiau tref trefi
dydd dyddiau llestr llestri
dydd dyddiau swydd swyddi
